Immobilienart	Region	Zeitabschnitt	Anzahl Mittel aus 10Jahresscheiben	Index final(Basis: 2010_1 = 100)
gebrauchte Eigenheime	4106	2009_2	195,0	95,76
gebrauchte Eigenheime	4106	2009_3	190,5	97,64
gebrauchte Eigenheime	4106	2009_4	191,0	99,79
gebrauchte Eigenheime	4106	2010_1	166,7	100,00
gebrauchte Eigenheime	4106	2010_2	242,3	100,11
gebrauchte Eigenheime	4106	2010_3	235,3	100,87
gebrauchte Eigenheime	4106	2010_4	272,7	101,74
gebrauchte Eigenheime	4106	2011_1	153,0	103,72
gebrauchte Eigenheime	4106	2011_2	197,5	105,19
gebrauchte Eigenheime	4106	2011_3	212,5	104,96
gebrauchte Eigenheime	4106	2011_4	226,0	105,66
gebrauchte Eigenheime	4106	2012_1	214,0	107,54
gebrauchte Eigenheime	4106	2012_2	228,0	109,62
gebrauchte Eigenheime	4106	2012_3	274,0	111,59
gebrauchte Eigenheime	4106	2012_4	249,0	112,90
gebrauchte Eigenheime	4106	2013_1	218,5	114,14
gebrauchte Eigenheime	4106	2013_2	269,5	116,42
gebrauchte Eigenheime	4106	2013_3	236,0	117,07
gebrauchte Eigenheime	4106	2013_4	304,5	116,43
gebrauchte Eigenheime	4106	2014_1	189,0	118,76
gebrauchte Eigenheime	4106	2014_2	209,0	121,61
gebrauchte Eigenheime	4106	2014_3	225,0	120,62
gebrauchte Eigenheime	4106	2014_4	235,0	119,63
gebrauchte Eigenheime	4106	2015_1	221,5	120,39
gebrauchte Eigenheime	4106	2015_2	239,0	122,31
gebrauchte Eigenheime	4106	2015_3	241,0	123,50
gebrauchte Eigenheime	4106	2015_4	306,0	124,61
gebrauchte Eigenheime	4106	2016_1	225,0	128,15
gebrauchte Eigenheime	4106	2016_2	251,0	132,34
gebrauchte Eigenheime	4106	2016_3	245,0	134,00
gebrauchte Eigenheime	4106	2016_4	229,0	135,86
gebrauchte Eigenheime	4106	2017_1	181,0	137,05
gebrauchte Eigenheime	4106	2017_2	236,0	137,15
gebrauchte Eigenheime	4106	2017_3	249,0	138,87
gebrauchte Eigenheime	4106	2017_4	274,0	139,38
gebrauchte Eigenheime	4106	2018_1	234,0	139,69
gebrauchte Eigenheime	4106	2018_2	223,0	141,56
gebrauchte Eigenheime	4106	2018_3	211,0	
gebrauchte Eigenheime	4106	2018_4	#DIV/0!	
gebrauchte Eigenheime	4106	2019_1	#DIV/0!	
gebrauchte Eigenheime	4106	2019_2	#DIV/0!	
gebrauchte Eigenheime	4106	2019_3	#DIV/0!	
gebrauchte Eigenheime	4106	2019_4	#DIV/0!	
gebrauchte Eigenheime	4106	2020_1	#DIV/0!	
gebrauchte Eigenheime	4106	2020_2	#DIV/0!	
gebrauchte Eigenheime	4106	2020_3	#DIV/0!	
gebrauchte Eigenheime	4106	2020_4	#DIV/0!	
gebrauchte Eigenheime	4106	2021_1	#DIV/0!	
gebrauchte Eigenheime	4106	2021_2	#DIV/0!	
gebrauchte Eigenheime	4106	2021_3	#DIV/0!	
gebrauchte Eigenheime	4106	2021_4	#DIV/0!	
gebrauchte Eigenheime	4107	2000_1	92,0	
gebrauchte Eigenheime	4107	2000_2	99,0	122,78
gebrauchte Eigenheime	4107	2000_3	94,0	124,16
gebrauchte Eigenheime	4107	2000_4	97,0	123,56
gebrauchte Eigenheime	4107	2001_1	100,0	121,58
gebrauchte Eigenheime	4107	2001_2	91,0	116,64
gebrauchte Eigenheime	4107	2001_3	78,0	115,74
gebrauchte Eigenheime	4107	2001_4	89,0	117,94
gebrauchte Eigenheime	4107	2002_1	70,0	117,64
gebrauchte Eigenheime	4107	2002_2	123,0	117,13
gebrauchte Eigenheime	4107	2002_3	105,0	115,25
gebrauchte Eigenheime	4107	2002_4	142,0	112,65
gebrauchte Eigenheime	4107	2003_1	74,0	113,27
gebrauchte Eigenheime	4107	2003_2	97,0	115,04
gebrauchte Eigenheime	4107	2003_3	102,0	113,42
gebrauchte Eigenheime	4107	2003_4	108,0	112,72
gebrauchte Eigenheime	4107	2004_1	50,0	109,34
gebrauchte Eigenheime	4107	2004_2	86,0	103,17
gebrauchte Eigenheime	4107	2004_3	110,0	102,93
gebrauchte Eigenheime	4107	2004_4	146,0	102,72
gebrauchte Eigenheime	4107	2005_1	54,5	102,62
gebrauchte Eigenheime	4107	2005_2	79,0	106,31
gebrauchte Eigenheime	4107	2005_3	88,5	108,37
gebrauchte Eigenheime	4107	2005_4	181,0	108,86
gebrauchte Eigenheime	4107	2006_1	44,0	107,33
gebrauchte Eigenheime	4107	2006_2	71,5	99,44
gebrauchte Eigenheime	4107	2006_3	75,5	97,88
gebrauchte Eigenheime	4107	2006_4	89,0	101,34
gebrauchte Eigenheime	4107	2007_1	83,5	102,58
gebrauchte Eigenheime	4107	2007_2	100,0	100,41
gebrauchte Eigenheime	4107	2007_3	109,0	98,16
gebrauchte Eigenheime	4107	2007_4	91,5	97,40
gebrauchte Eigenheime	4107	2008_1	73,5	97,45
gebrauchte Eigenheime	4107	2008_2	111,0	96,07
gebrauchte Eigenheime	4107	2008_3	85,5	95,37
gebrauchte Eigenheime	4107	2008_4	70,0	96,17
gebrauchte Eigenheime	4107	2009_1	49,5	95,17
gebrauchte Eigenheime	4107	2009_2	77,0	96,45
gebrauchte Eigenheime	4107	2009_3	84,5	97,96
gebrauchte Eigenheime	4107	2009_4	73,5	96,49
gebrauchte Eigenheime	4107	2010_1	53,7	100,00
gebrauchte Eigenheime	4107	2010_2	72,7	105,99
gebrauchte Eigenheime	4107	2010_3	91,3	104,69
gebrauchte Eigenheime	4107	2010_4	96,3	103,50
gebrauchte Eigenheime	4107	2011_1	66,5	104,14
gebrauchte Eigenheime	4107	2011_2	110,0	103,67
gebrauchte Eigenheime	4107	2011_3	109,0	102,61
gebrauchte Eigenheime	4107	2011_4	78,0	100,22
gebrauchte Eigenheime	4107	2012_1	89,5	100,92
gebrauchte Eigenheime	4107	2012_2	81,0	104,08
gebrauchte Eigenheime	4107	2012_3	102,5	104,48
gebrauchte Eigenheime	4107	2012_4	91,0	104,15
gebrauchte Eigenheime	4107	2013_1	72,0	105,86
gebrauchte Eigenheime	4107	2013_2	88,0	110,91
gebrauchte Eigenheime	4107	2013_3	105,0	113,52
gebrauchte Eigenheime	4107	2013_4	90,0	111,11
gebrauchte Eigenheime	4107	2014_1	70,0	109,60
gebrauchte Eigenheime	4107	2014_2	84,0	111,36
gebrauchte Eigenheime	4107	2014_3	96,5	110,19
gebrauchte Eigenheime	4107	2014_4	83,0	110,73
gebrauchte Eigenheime	4107	2015_1	80,0	117,94
gebrauchte Eigenheime	4107	2015_2	112,5	123,03
gebrauchte Eigenheime	4107	2015_3	96,0	121,73
gebrauchte Eigenheime	4107	2015_4	120,0	118,67
gebrauchte Eigenheime	4107	2016_1	122,0	119,40
gebrauchte Eigenheime	4107	2016_2	122,0	122,97
gebrauchte Eigenheime	4107	2016_3	119,0	126,40
gebrauchte Eigenheime	4107	2016_4	96,0	126,31
gebrauchte Eigenheime	4107	2017_1	70,0	127,05
gebrauchte Eigenheime	4107	2017_2	83,0	129,53
gebrauchte Eigenheime	4107	2017_3	125,0	131,46
gebrauchte Eigenheime	4107	2017_4	101,0	133,21
gebrauchte Eigenheime	4107	2018_1	102,0	132,93
gebrauchte Eigenheime	4107	2018_2	134,0	133,93
gebrauchte Eigenheime	4107	2018_3	106,0	
gebrauchte Eigenheime	4107	2018_4	#DIV/0!	
gebrauchte Eigenheime	4107	2019_1	#DIV/0!	
gebrauchte Eigenheime	4107	2019_2	#DIV/0!	
gebrauchte Eigenheime	4107	2019_3	#DIV/0!	
gebrauchte Eigenheime	4107	2019_4	#DIV/0!	
gebrauchte Eigenheime	4107	2020_1	#DIV/0!	
gebrauchte Eigenheime	4107	2020_2	#DIV/0!	
gebrauchte Eigenheime	4107	2020_3	#DIV/0!	
gebrauchte Eigenheime	4107	2020_4	#DIV/0!	
gebrauchte Eigenheime	4107	2021_1	#DIV/0!	
gebrauchte Eigenheime	4107	2021_2	#DIV/0!	
gebrauchte Eigenheime	4107	2021_3	#DIV/0!	
gebrauchte Eigenheime	4107	2021_4	#DIV/0!	
gebrauchte Eigenheime	4108	2000_1	394,0	
gebrauchte Eigenheime	4108	2000_2	380,0	118,62
gebrauchte Eigenheime	4108	2000_3	397,0	117,37
gebrauchte Eigenheime	4108	2000_4	396,0	115,58
gebrauchte Eigenheime	4108	2001_1	446,0	114,60
gebrauchte Eigenheime	4108	2001_2	467,0	113,80
gebrauchte Eigenheime	4108	2001_3	436,0	111,84
gebrauchte Eigenheime	4108	2001_4	442,0	109,42
gebrauchte Eigenheime	4108	2002_1	455,0	107,93
gebrauchte Eigenheime	4108	2002_2	436,0	107,35
gebrauchte Eigenheime	4108	2002_3	402,0	107,00
gebrauchte Eigenheime	4108	2002_4	617,0	106,50
gebrauchte Eigenheime	4108	2003_1	325,0	106,36
gebrauchte Eigenheime	4108	2003_2	468,0	106,58
gebrauchte Eigenheime	4108	2003_3	547,0	106,57
gebrauchte Eigenheime	4108	2003_4	598,0	106,31
gebrauchte Eigenheime	4108	2004_1	244,0	105,89
gebrauchte Eigenheime	4108	2004_2	419,0	105,37
gebrauchte Eigenheime	4108	2004_3	431,0	103,70
gebrauchte Eigenheime	4108	2004_4	483,0	102,03
gebrauchte Eigenheime	4108	2005_1	332,0	102,36
gebrauchte Eigenheime	4108	2005_2	484,0	103,44
gebrauchte Eigenheime	4108	2005_3	382,0	103,32
gebrauchte Eigenheime	4108	2005_4	671,0	102,93
gebrauchte Eigenheime	4108	2006_1	198,5	102,64
gebrauchte Eigenheime	4108	2006_2	319,5	101,20
gebrauchte Eigenheime	4108	2006_3	316,0	99,93
gebrauchte Eigenheime	4108	2006_4	400,5	99,59
gebrauchte Eigenheime	4108	2007_1	382,0	99,48
gebrauchte Eigenheime	4108	2007_2	429,0	99,91
gebrauchte Eigenheime	4108	2007_3	424,5	99,94
gebrauchte Eigenheime	4108	2007_4	456,0	99,05
gebrauchte Eigenheime	4108	2008_1	410,5	99,12
gebrauchte Eigenheime	4108	2008_2	506,0	99,43
gebrauchte Eigenheime	4108	2008_3	351,5	99,12
gebrauchte Eigenheime	4108	2008_4	481,0	98,52
gebrauchte Eigenheime	4108	2009_1	394,5	97,78
gebrauchte Eigenheime	4108	2009_2	476,0	97,96
gebrauchte Eigenheime	4108	2009_3	545,5	98,72
gebrauchte Eigenheime	4108	2009_4	439,5	99,08
gebrauchte Eigenheime	4108	2010_1	411,7	100,00
gebrauchte Eigenheime	4108	2010_2	584,7	101,46
gebrauchte Eigenheime	4108	2010_3	654,0	102,27
gebrauchte Eigenheime	4108	2010_4	717,3	102,65
gebrauchte Eigenheime	4108	2011_1	389,5	103,81
gebrauchte Eigenheime	4108	2011_2	583,0	105,27
gebrauchte Eigenheime	4108	2011_3	532,5	105,40
gebrauchte Eigenheime	4108	2011_4	550,0	106,17
gebrauchte Eigenheime	4108	2012_1	436,0	108,43
gebrauchte Eigenheime	4108	2012_2	532,5	110,44
gebrauchte Eigenheime	4108	2012_3	474,5	112,64
gebrauchte Eigenheime	4108	2012_4	446,5	114,95
gebrauchte Eigenheime	4108	2013_1	426,5	116,00
gebrauchte Eigenheime	4108	2013_2	441,5	117,36
gebrauchte Eigenheime	4108	2013_3	495,5	119,83
gebrauchte Eigenheime	4108	2013_4	542,5	122,01
gebrauchte Eigenheime	4108	2014_1	346,0	122,94
gebrauchte Eigenheime	4108	2014_2	503,5	123,94
gebrauchte Eigenheime	4108	2014_3	496,5	125,93
gebrauchte Eigenheime	4108	2014_4	500,0	127,41
gebrauchte Eigenheime	4108	2015_1	481,0	129,69
gebrauchte Eigenheime	4108	2015_2	540,5	132,70
gebrauchte Eigenheime	4108	2015_3	489,0	135,22
gebrauchte Eigenheime	4108	2015_4	524,5	137,88
gebrauchte Eigenheime	4108	2016_1	527,0	140,10
gebrauchte Eigenheime	4108	2016_2	528,0	143,41
gebrauchte Eigenheime	4108	2016_3	539,0	147,44
gebrauchte Eigenheime	4108	2016_4	527,0	149,21
gebrauchte Eigenheime	4108	2017_1	492,0	148,94
gebrauchte Eigenheime	4108	2017_2	514,0	150,28
gebrauchte Eigenheime	4108	2017_3	570,0	155,01
gebrauchte Eigenheime	4108	2017_4	534,0	154,72
gebrauchte Eigenheime	4108	2018_1	434,0	153,64
gebrauchte Eigenheime	4108	2018_2	502,0	156,46
gebrauchte Eigenheime	4108	2018_3	516,0	
gebrauchte Eigenheime	4108	2018_4	#DIV/0!	
gebrauchte Eigenheime	4108	2019_1	#DIV/0!	
gebrauchte Eigenheime	4108	2019_2	#DIV/0!	
gebrauchte Eigenheime	4108	2019_3	#DIV/0!	
gebrauchte Eigenheime	4108	2019_4	#DIV/0!	
gebrauchte Eigenheime	4108	2020_1	#DIV/0!	
gebrauchte Eigenheime	4108	2020_2	#DIV/0!	
gebrauchte Eigenheime	4108	2020_3	#DIV/0!	
gebrauchte Eigenheime	4108	2020_4	#DIV/0!	
gebrauchte Eigenheime	4108	2021_1	#DIV/0!	
gebrauchte Eigenheime	4108	2021_2	#DIV/0!	
gebrauchte Eigenheime	4108	2021_3	#DIV/0!	
gebrauchte Eigenheime	4108	2021_4	#DIV/0!	
gebrauchte Eigenheime	4109	2000_1	531,0	
gebrauchte Eigenheime	4109	2000_2	550,0	134,82
gebrauchte Eigenheime	4109	2000_3	552,0	133,56
gebrauchte Eigenheime	4109	2000_4	526,0	132,75
gebrauchte Eigenheime	4109	2001_1	509,0	130,06
gebrauchte Eigenheime	4109	2001_2	568,0	127,24
gebrauchte Eigenheime	4109	2001_3	623,0	126,99
gebrauchte Eigenheime	4109	2001_4	534,0	126,77
gebrauchte Eigenheime	4109	2002_1	528,0	124,95
gebrauchte Eigenheime	4109	2002_2	546,0	123,85
gebrauchte Eigenheime	4109	2002_3	556,0	122,52
gebrauchte Eigenheime	4109	2002_4	848,0	121,00
gebrauchte Eigenheime	4109	2003_1	376,0	119,39
gebrauchte Eigenheime	4109	2003_2	570,0	118,64
gebrauchte Eigenheime	4109	2003_3	659,0	118,48
gebrauchte Eigenheime	4109	2003_4	777,0	117,09
gebrauchte Eigenheime	4109	2004_1	363,0	115,78
gebrauchte Eigenheime	4109	2004_2	518,0	115,36
gebrauchte Eigenheime	4109	2004_3	604,0	113,60
gebrauchte Eigenheime	4109	2004_4	699,0	111,83
gebrauchte Eigenheime	4109	2005_1	381,5	112,05
gebrauchte Eigenheime	4109	2005_2	501,5	112,55
gebrauchte Eigenheime	4109	2005_3	644,0	111,95
gebrauchte Eigenheime	4109	2005_4	935,5	111,79
gebrauchte Eigenheime	4109	2006_1	312,0	111,35
gebrauchte Eigenheime	4109	2006_2	450,5	109,19
gebrauchte Eigenheime	4109	2006_3	539,5	107,68
gebrauchte Eigenheime	4109	2006_4	543,5	106,81
gebrauchte Eigenheime	4109	2007_1	525,0	106,18
gebrauchte Eigenheime	4109	2007_2	538,5	106,15
gebrauchte Eigenheime	4109	2007_3	591,5	106,20
gebrauchte Eigenheime	4109	2007_4	534,0	105,72
gebrauchte Eigenheime	4109	2008_1	538,5	104,95
gebrauchte Eigenheime	4109	2008_2	620,5	103,79
gebrauchte Eigenheime	4109	2008_3	604,0	102,24
gebrauchte Eigenheime	4109	2008_4	499,5	101,38
gebrauchte Eigenheime	4109	2009_1	460,0	101,95
gebrauchte Eigenheime	4109	2009_2	509,0	102,43
gebrauchte Eigenheime	4109	2009_3	575,0	101,97
gebrauchte Eigenheime	4109	2009_4	501,5	101,21
gebrauchte Eigenheime	4109	2010_1	507,0	100,00
gebrauchte Eigenheime	4109	2010_2	611,0	99,47
gebrauchte Eigenheime	4109	2010_3	718,3	100,27
gebrauchte Eigenheime	4109	2010_4	687,0	100,72
gebrauchte Eigenheime	4109	2011_1	465,0	101,23
gebrauchte Eigenheime	4109	2011_2	656,0	102,42
gebrauchte Eigenheime	4109	2011_3	643,0	102,12
gebrauchte Eigenheime	4109	2011_4	603,5	102,05
gebrauchte Eigenheime	4109	2012_1	595,5	103,70
gebrauchte Eigenheime	4109	2012_2	686,0	104,45
gebrauchte Eigenheime	4109	2012_3	698,5	104,61
gebrauchte Eigenheime	4109	2012_4	591,5	105,12
gebrauchte Eigenheime	4109	2013_1	644,0	106,90
gebrauchte Eigenheime	4109	2013_2	681,0	109,35
gebrauchte Eigenheime	4109	2013_3	696,5	109,58
gebrauchte Eigenheime	4109	2013_4	612,0	109,35
gebrauchte Eigenheime	4109	2014_1	574,5	110,59
gebrauchte Eigenheime	4109	2014_2	644,0	110,59
gebrauchte Eigenheime	4109	2014_3	703,0	110,11
gebrauchte Eigenheime	4109	2014_4	564,0	111,89
gebrauchte Eigenheime	4109	2015_1	682,5	115,00
gebrauchte Eigenheime	4109	2015_2	688,0	116,93
gebrauchte Eigenheime	4109	2015_3	657,5	118,10
gebrauchte Eigenheime	4109	2015_4	658,5	118,84
gebrauchte Eigenheime	4109	2016_1	601,0	120,52
gebrauchte Eigenheime	4109	2016_2	684,0	123,53
gebrauchte Eigenheime	4109	2016_3	699,0	124,84
gebrauchte Eigenheime	4109	2016_4	552,0	126,49
gebrauchte Eigenheime	4109	2017_1	686,0	128,42
gebrauchte Eigenheime	4109	2017_2	662,0	132,87
gebrauchte Eigenheime	4109	2017_3	708,0	134,98
gebrauchte Eigenheime	4109	2017_4	571,0	137,86
gebrauchte Eigenheime	4109	2018_1	614,0	#WERT!
gebrauchte Eigenheime	4109	2018_2	607,0	143,68
gebrauchte Eigenheime	4109	2018_3	459,0	
gebrauchte Eigenheime	4109	2018_4	#DIV/0!	
gebrauchte Eigenheime	4109	2019_1	#DIV/0!	
gebrauchte Eigenheime	4109	2019_2	#DIV/0!	
gebrauchte Eigenheime	4109	2019_3	#DIV/0!	
gebrauchte Eigenheime	4109	2019_4	#DIV/0!	
gebrauchte Eigenheime	4109	2020_1	#DIV/0!	
gebrauchte Eigenheime	4109	2020_2	#DIV/0!	
gebrauchte Eigenheime	4109	2020_3	#DIV/0!	
gebrauchte Eigenheime	4109	2020_4	#DIV/0!	
gebrauchte Eigenheime	4109	2021_1	#DIV/0!	
gebrauchte Eigenheime	4109	2021_2	#DIV/0!	
gebrauchte Eigenheime	4109	2021_3	#DIV/0!	
gebrauchte Eigenheime	4109	2021_4	#DIV/0!	
gebrauchte Eigenheime	4201	2000_1	55,0	
gebrauchte Eigenheime	4201	2000_2	67,0	106,08
gebrauchte Eigenheime	4201	2000_3	61,0	104,14
gebrauchte Eigenheime	4201	2000_4	52,0	101,73
gebrauchte Eigenheime	4201	2001_1	63,0	100,11
gebrauchte Eigenheime	4201	2001_2	54,0	99,79
gebrauchte Eigenheime	4201	2001_3	61,0	99,79
gebrauchte Eigenheime	4201	2001_4	49,0	100,79
gebrauchte Eigenheime	4201	2002_1	66,0	100,66
gebrauchte Eigenheime	4201	2002_2	49,0	97,85
gebrauchte Eigenheime	4201	2002_3	62,0	95,00
gebrauchte Eigenheime	4201	2002_4	104,0	95,14
gebrauchte Eigenheime	4201	2003_1	63,0	97,81
gebrauchte Eigenheime	4201	2003_2	78,0	100,72
gebrauchte Eigenheime	4201	2003_3	69,0	100,27
gebrauchte Eigenheime	4201	2003_4	103,0	98,16
gebrauchte Eigenheime	4201	2004_1	40,0	95,38
gebrauchte Eigenheime	4201	2004_2	62,0	95,17
gebrauchte Eigenheime	4201	2004_3	70,0	96,84
gebrauchte Eigenheime	4201	2004_4	101,0	96,54
gebrauchte Eigenheime	4201	2005_1	74,0	95,34
gebrauchte Eigenheime	4201	2005_2	62,0	95,15
gebrauchte Eigenheime	4201	2005_3	73,5	96,27
gebrauchte Eigenheime	4201	2005_4	136,5	95,63
gebrauchte Eigenheime	4201	2006_1	24,0	95,00
gebrauchte Eigenheime	4201	2006_2	51,5	97,74
gebrauchte Eigenheime	4201	2006_3	56,0	98,85
gebrauchte Eigenheime	4201	2006_4	80,5	98,79
gebrauchte Eigenheime	4201	2007_1	64,5	98,42
gebrauchte Eigenheime	4201	2007_2	53,0	97,91
gebrauchte Eigenheime	4201	2007_3	38,5	99,28
gebrauchte Eigenheime	4201	2007_4	63,5	100,71
gebrauchte Eigenheime	4201	2008_1	80,0	99,30
gebrauchte Eigenheime	4201	2008_2	71,5	97,89
gebrauchte Eigenheime	4201	2008_3	105,0	96,59
gebrauchte Eigenheime	4201	2008_4	95,0	94,46
gebrauchte Eigenheime	4201	2009_1	104,0	94,04
gebrauchte Eigenheime	4201	2009_2	118,0	95,61
gebrauchte Eigenheime	4201	2009_3	107,5	97,30
gebrauchte Eigenheime	4201	2009_4	107,5	98,05
gebrauchte Eigenheime	4201	2010_1	90,0	100,00
gebrauchte Eigenheime	4201	2010_2	126,0	102,30
gebrauchte Eigenheime	4201	2010_3	143,0	101,90
gebrauchte Eigenheime	4201	2010_4	149,7	101,07
gebrauchte Eigenheime	4201	2011_1	70,5	102,35
gebrauchte Eigenheime	4201	2011_2	121,5	105,90
gebrauchte Eigenheime	4201	2011_3	86,5	107,69
gebrauchte Eigenheime	4201	2011_4	108,5	108,84
gebrauchte Eigenheime	4201	2012_1	116,5	110,81
gebrauchte Eigenheime	4201	2012_2	95,5	112,42
gebrauchte Eigenheime	4201	2012_3	98,0	115,55
gebrauchte Eigenheime	4201	2012_4	85,0	119,04
gebrauchte Eigenheime	4201	2013_1	99,0	119,18
gebrauchte Eigenheime	4201	2013_2	101,5	117,28
gebrauchte Eigenheime	4201	2013_3	84,0	116,02
gebrauchte Eigenheime	4201	2013_4	83,0	115,61
gebrauchte Eigenheime	4201	2014_1	80,5	114,04
gebrauchte Eigenheime	4201	2014_2	78,0	114,17
gebrauchte Eigenheime	4201	2014_3	76,0	118,17
gebrauchte Eigenheime	4201	2014_4	77,0	121,39
gebrauchte Eigenheime	4201	2015_1	70,0	122,40
gebrauchte Eigenheime	4201	2015_2	69,0	122,25
gebrauchte Eigenheime	4201	2015_3	93,5	123,99
gebrauchte Eigenheime	4201	2015_4	86,0	127,92
gebrauchte Eigenheime	4201	2016_1	83,0	127,72
gebrauchte Eigenheime	4201	2016_2	91,0	127,54
gebrauchte Eigenheime	4201	2016_3	117,0	131,39
gebrauchte Eigenheime	4201	2016_4	90,0	131,30
gebrauchte Eigenheime	4201	2017_1	62,0	125,96
gebrauchte Eigenheime	4201	2017_2	92,0	125,53
gebrauchte Eigenheime	4201	2017_3	74,0	129,30
gebrauchte Eigenheime	4201	2017_4	78,0	129,66
gebrauchte Eigenheime	4201	2018_1	79,0	132,48
gebrauchte Eigenheime	4201	2018_2	65,0	133,40
gebrauchte Eigenheime	4201	2018_3	52,0	
gebrauchte Eigenheime	4201	2018_4	#DIV/0!	
gebrauchte Eigenheime	4201	2019_1	#DIV/0!	
gebrauchte Eigenheime	4201	2019_2	#DIV/0!	
gebrauchte Eigenheime	4201	2019_3	#DIV/0!	
gebrauchte Eigenheime	4201	2019_4	#DIV/0!	
gebrauchte Eigenheime	4201	2020_1	#DIV/0!	
gebrauchte Eigenheime	4201	2020_2	#DIV/0!	
gebrauchte Eigenheime	4201	2020_3	#DIV/0!	
gebrauchte Eigenheime	4201	2020_4	#DIV/0!	
gebrauchte Eigenheime	4201	2021_1	#DIV/0!	
gebrauchte Eigenheime	4201	2021_2	#DIV/0!	
gebrauchte Eigenheime	4201	2021_3	#DIV/0!	
gebrauchte Eigenheime	4201	2021_4	#DIV/0!	
gebrauchte Eigenheime	4203	2000_1	46,0	
gebrauchte Eigenheime	4203	2000_2	62,0	134,56
gebrauchte Eigenheime	4203	2000_3	54,0	135,62
gebrauchte Eigenheime	4203	2000_4	35,0	137,20
gebrauchte Eigenheime	4203	2001_1	46,0	135,89
gebrauchte Eigenheime	4203	2001_2	48,0	136,43
gebrauchte Eigenheime	4203	2001_3	57,0	132,26
gebrauchte Eigenheime	4203	2001_4	33,0	124,11
gebrauchte Eigenheime	4203	2002_1	50,0	127,07
gebrauchte Eigenheime	4203	2002_2	66,0	130,71
gebrauchte Eigenheime	4203	2002_3	51,0	126,61
gebrauchte Eigenheime	4203	2002_4	60,0	122,14
gebrauchte Eigenheime	4203	2003_1	53,0	123,81
gebrauchte Eigenheime	4203	2003_2	50,0	125,81
gebrauchte Eigenheime	4203	2003_3	29,0	123,75
gebrauchte Eigenheime	4203	2003_4	95,0	123,29
gebrauchte Eigenheime	4203	2004_1	28,0	123,57
gebrauchte Eigenheime	4203	2004_2	35,0	122,58
gebrauchte Eigenheime	4203	2004_3	45,0	124,97
gebrauchte Eigenheime	4203	2004_4	67,0	127,01
gebrauchte Eigenheime	4203	2005_1	29,5	126,96
gebrauchte Eigenheime	4203	2005_2	36,5	127,38
gebrauchte Eigenheime	4203	2005_3	51,5	125,31
gebrauchte Eigenheime	4203	2005_4	106,5	123,00
gebrauchte Eigenheime	4203	2006_1	32,5	121,60
gebrauchte Eigenheime	4203	2006_2	37,0	120,15
gebrauchte Eigenheime	4203	2006_3	31,0	118,27
gebrauchte Eigenheime	4203	2006_4	63,5	115,27
gebrauchte Eigenheime	4203	2007_1	39,5	112,45
gebrauchte Eigenheime	4203	2007_2	69,0	111,04
gebrauchte Eigenheime	4203	2007_3	46,0	108,47
gebrauchte Eigenheime	4203	2007_4	47,5	106,43
gebrauchte Eigenheime	4203	2008_1	50,5	108,08
gebrauchte Eigenheime	4203	2008_2	50,5	107,94
gebrauchte Eigenheime	4203	2008_3	43,0	104,73
gebrauchte Eigenheime	4203	2008_4	45,5	102,15
gebrauchte Eigenheime	4203	2009_1	54,5	102,30
gebrauchte Eigenheime	4203	2009_2	65,5	103,48
gebrauchte Eigenheime	4203	2009_3	72,0	102,21
gebrauchte Eigenheime	4203	2009_4	63,0	99,00
gebrauchte Eigenheime	4203	2010_1	64,0	100,00
gebrauchte Eigenheime	4203	2010_2	86,7	101,83
gebrauchte Eigenheime	4203	2010_3	104,0	101,37
gebrauchte Eigenheime	4203	2010_4	99,7	102,04
gebrauchte Eigenheime	4203	2011_1	65,5	106,58
gebrauchte Eigenheime	4203	2011_2	101,5	111,66
gebrauchte Eigenheime	4203	2011_3	88,5	112,59
gebrauchte Eigenheime	4203	2011_4	81,0	111,41
gebrauchte Eigenheime	4203	2012_1	60,0	113,13
gebrauchte Eigenheime	4203	2012_2	66,0	118,67
gebrauchte Eigenheime	4203	2012_3	81,0	120,55
gebrauchte Eigenheime	4203	2012_4	81,0	120,96
gebrauchte Eigenheime	4203	2013_1	60,0	122,80
gebrauchte Eigenheime	4203	2013_2	66,5	124,55
gebrauchte Eigenheime	4203	2013_3	56,5	126,74
gebrauchte Eigenheime	4203	2013_4	72,0	127,45
gebrauchte Eigenheime	4203	2014_1	47,0	128,69
gebrauchte Eigenheime	4203	2014_2	58,0	130,94
gebrauchte Eigenheime	4203	2014_3	61,5	129,60
gebrauchte Eigenheime	4203	2014_4	46,0	129,11
gebrauchte Eigenheime	4203	2015_1	50,0	132,62
gebrauchte Eigenheime	4203	2015_2	59,0	135,30
gebrauchte Eigenheime	4203	2015_3	55,5	136,47
gebrauchte Eigenheime	4203	2015_4	50,0	137,15
gebrauchte Eigenheime	4203	2016_1	33,0	139,61
gebrauchte Eigenheime	4203	2016_2	30,0	144,21
gebrauchte Eigenheime	4203	2016_3	22,0	144,51
gebrauchte Eigenheime	4203	2016_4	38,0	143,86
gebrauchte Eigenheime	4203	2017_1	29,0	137,47
gebrauchte Eigenheime	4203	2017_2	35,0	134,65
gebrauchte Eigenheime	4203	2017_3	49,0	137,87
gebrauchte Eigenheime	4203	2017_4	29,0	141,41
gebrauchte Eigenheime	4203	2018_1	43,0	150,65
gebrauchte Eigenheime	4203	2018_2	38,0	152,54
gebrauchte Eigenheime	4203	2018_3	34,0	
gebrauchte Eigenheime	4203	2018_4	#DIV/0!	
